epoch,train_loss,train_acc,val_loss,val_acc
1,1.058750795899776,0.4482456131985313,1.091174602508545,0.3684210479259491
2,0.9421983421894542,0.5745614060184412,1.0032527446746826,0.4736842215061188
3,0.8170296802855375,0.6570175432322318,0.8372039198875427,0.6315789222717285
4,0.7233040989490978,0.6973684193795188,0.7169960737228394,0.6578947305679321
5,0.6448045879079585,0.737719300127866,0.6563469767570496,0.6578947305679321
6,0.6023409446080525,0.7385964883001227,0.6162478923797607,0.7631579041481018
7,0.5599347744071693,0.7508771940281517,0.5949898958206177,0.7631579041481018
8,0.5368759968824554,0.7587719277331704,0.5738809108734131,0.7894737124443054
9,0.5135821288092095,0.7710526315789473,0.5546623468399048,0.7894737124443054
10,0.5059076873879683,0.7657894724293759,0.5420452356338501,0.8157894611358643
11,0.4779998757337269,0.7903508738467567,0.5406923890113831,0.7368420958518982
12,0.44608934688986396,0.8157894724293759,0.505035400390625,0.8157894611358643
13,0.4415160972821085,0.8228070152433296,0.5128756165504456,0.8157894611358643
14,0.42825134595235187,0.8175438571394535,0.502886950969696,0.8157894611358643
15,0.401531548039955,0.8315789469501429,0.4789752960205078,0.8157894611358643
16,0.3852115374908113,0.841228071011995,0.46744924783706665,0.8157894611358643
17,0.3719959307135197,0.8456140367608321,0.4553453028202057,0.8157894611358643
18,0.35317721565564475,0.8543859624026114,0.4534977972507477,0.8421052694320679
19,0.3440540458026685,0.8605263174625866,0.4552142024040222,0.8421052694320679
20,0.31952153329263655,0.8833333358430026,0.42319151759147644,0.8684210777282715
21,0.31219084848437395,0.8894736846288045,0.4231620728969574,0.8684210777282715
22,0.28845187446527315,0.898245616544757,0.4096268117427826,0.8947368264198303
23,0.26859175923623535,0.8999999972811916,0.38862937688827515,0.8947368264198303
24,0.2571974200637717,0.9061403502497757,0.3775516748428345,0.8947368264198303
25,0.24784128728665802,0.9166666679215013,0.3836328089237213,0.8947368264198303
26,0.22429075837135315,0.9324561407691554,0.34927991032600403,0.8947368264198303
27,0.2084156133103789,0.9298245586847004,0.35323357582092285,0.8947368264198303
28,0.20112624414134445,0.9377192984547531,0.3552848994731903,0.8947368264198303
29,0.19296057788949264,0.9385964926920439,0.3420723080635071,0.8947368264198303
30,0.18208118598712117,0.9473684202160751,0.33725929260253906,0.8947368264198303
31,0.17302185171528867,0.9491228042987355,0.3232743442058563,0.8947368264198303
32,0.1578511140848461,0.9552631591495715,0.360696405172348,0.9210526347160339
33,0.14347603770724515,0.9587719300337005,0.3403244912624359,0.8947368264198303
34,0.1381393118385683,0.9543859651214198,0.31596803665161133,0.8947368264198303
35,0.13279584797850827,0.9552631570581804,0.3282574713230133,0.8947368264198303
36,0.10732513846535431,0.9692982437317832,0.3270643949508667,0.8947368264198303
37,0.11605210623197389,0.9675438617405139,0.3387957811355591,0.8947368264198303
38,0.11306112340667791,0.9640350868827419,0.3614320755004883,0.8684210777282715
39,0.10469101662175698,0.9692982468688697,0.413161039352417,0.9210526347160339
40,0.10766761065052266,0.9675438577668709,0.3430629074573517,0.8947368264198303
41,0.08506678847367304,0.9833333354247243,0.34333816170692444,0.8947368264198303
42,0.0830255531689577,0.9771929805738884,0.3506062924861908,0.8947368264198303
43,0.08459313464792151,0.9763157875914322,0.3554767966270447,0.8947368264198303
44,0.07809165462590101,0.9780701764842921,0.36502575874328613,0.8947368264198303
45,0.09230981411641104,0.9754385975369236,0.3564261496067047,0.8947368264198303
46,0.08016701385117414,0.9789473665388007,0.352794885635376,0.8947368264198303
47,0.07900490922886029,0.9798245595212568,0.35746094584465027,0.8947368264198303
48,0.0701101672753953,0.9833333354247243,0.36066845059394836,0.8947368264198303
49,0.07694882110022662,0.9815789444404736,0.36800089478492737,0.8947368264198303
50,0.06980907909179988,0.9868421023352104,0.36357489228248596,0.8947368264198303
51,0.07191777464590575,0.9859649143720928,0.3661973178386688,0.8947368264198303
52,0.0657686471677663,0.9824561413965727,0.35629621148109436,0.8947368264198303
53,0.06621948667524154,0.9859649133263972,0.3614427447319031,0.8947368264198303
54,0.07445944887504242,0.9815789454861691,0.3628537356853485,0.8947368264198303
55,0.060536718080964,0.9859649143720928,0.3668765425682068,0.8947368264198303
56,0.06266927959626181,0.9859649143720928,0.3675963282585144,0.8947368264198303
57,0.06313131761394049,0.9868421052631579,0.36473503708839417,0.8947368264198303
58,0.0745581121036881,0.9789473705124436,0.3657059371471405,0.8947368264198303
59,0.060140189959814676,0.987719298245614,0.3651856482028961,0.8947368264198303
60,0.06319724650759447,0.9868421063088534,0.365003377199173,0.8947368264198303
61,0.06261632923494305,0.9850877213896366,0.36475977301597595,0.8947368264198303
62,0.06840071190606084,0.9850877203439411,0.3657499849796295,0.8947368264198303
63,0.058400652466113104,0.9885964912280701,0.3686739504337311,0.8947368264198303
64,0.07071551748535089,0.9824561413965727,0.37111854553222656,0.8947368264198303
65,0.06328393411740922,0.9877192963633621,0.36918407678604126,0.8947368264198303
66,0.07777929776593258,0.9780701775299875,0.3685886859893799,0.8947368264198303
67,0.0570675781552206,0.9912280712211341,0.36903828382492065,0.8947368264198303
68,0.06113439335634834,0.9877192992913095,0.36631953716278076,0.8947368264198303
69,0.06315807514546211,0.990350878238678,0.36826178431510925,0.8947368264198303
70,0.06288138361353623,0.9868421073545489,0.37446460127830505,0.8947368264198303
71,0.05271546892952501,0.9929824571860464,0.37165188789367676,0.8947368264198303
72,0.057397452467366265,0.9894736842105263,0.3694254755973816,0.8947368264198303
73,0.07107815585638347,0.9798245624492042,0.36914485692977905,0.8947368264198303
74,0.06889035571039769,0.9824561374229297,0.3680533170700073,0.8947368264198303
75,0.057859276156676444,0.9859649124898409,0.36990755796432495,0.8947368264198303
76,0.06081701723629968,0.9877192992913095,0.3695566654205322,0.8947368264198303
77,0.06366679434452141,0.9850877192982456,0.3688061237335205,0.8947368264198303
78,0.060939634682839375,0.9912280722668296,0.3682037591934204,0.8947368264198303
79,0.06984229583227844,0.9833333304053858,0.370166540145874,0.8947368264198303
80,0.05923692348756288,0.9868421052631579,0.3690720200538635,0.8947368264198303
