epoch,train_loss,train_acc,val_loss,val_acc
1,1.1267988200773273,0.38070175449053445,1.0175515601509495,0.4473684226211749
2,1.0343998842072069,0.4631578951551203,0.9203605871451529,0.5789473684210527
3,0.9323178157471774,0.574561403717911,0.8448684560625177,0.6842105294528761
4,0.8606702367464701,0.6342105261066504,0.7790698785530893,0.631578947368421
5,0.8080158007772346,0.6517543865923296,0.7299369855930931,0.7105263189265603
6,0.7511647563231619,0.6789473682119135,0.6879052519798279,0.7105263189265603
7,0.7198320917915879,0.6728070179621378,0.6553052193240115,0.6842105294528761
8,0.679387184611538,0.7096491228070175,0.6348176410323695,0.7105263189265603
9,0.6516789990558959,0.7254385969095063,0.6098388370714689,0.7368421084002444
10,0.6336240272772939,0.7131578953642594,0.597565980334031,0.7368421084002444
11,0.6040971059548227,0.7403508776112606,0.5766722622670626,0.7368421084002444
12,0.5959834015160276,0.7499999997908608,0.5698580930107519,0.7368421084002444
13,0.5844387242668554,0.7473684212617707,0.5483969732334739,0.7894736873476129
14,0.5535282496820416,0.7570175440687882,0.5393663989870172,0.7368421084002444
15,0.5467299534563432,0.7614035087719299,0.5347344530256171,0.7368421084002444
16,0.5415953776292634,0.7692982458231742,0.5202498279119793,0.7368421084002444
17,0.5232366511696264,0.7798245616126479,0.5172445868190966,0.7368421084002444
18,0.502092669093818,0.7921052637853121,0.5090023749753049,0.7368421084002444
19,0.48763269499728557,0.8026315789473685,0.49640306359843206,0.7368421084002444
20,0.5026857436748973,0.7894736842105263,0.4918967265831797,0.7631579010110152
21,0.4881187694114551,0.8,0.4849569734774138,0.7631578978739286
22,0.4740955773152803,0.8078947372603835,0.4734545946121216,0.7894736904846994
23,0.4870443996630217,0.8026315793656467,0.4706852796830629,0.7631578978739286
24,0.46463662051317983,0.8175438602765401,0.46343907557035746,0.8157894736842105
25,0.4674198673482527,0.8052631576855978,0.46163578096188995,0.7894736873476129
26,0.442833151524527,0.817543860067401,0.45258534425183344,0.7894736842105263
27,0.4446678487878097,0.8263157896828233,0.4462984753282447,0.8157894799583837
28,0.43071988381837545,0.8254385971186454,0.44141062466721787,0.8157894799583837
29,0.4324726566933749,0.8236842103171766,0.4344192602132496,0.8157894736842105
30,0.44079409890007554,0.822807018171277,0.4360110006834331,0.7894736904846994
31,0.4045867277864824,0.8403508774021216,0.4314130027043192,0.8157894799583837
32,0.4021532213478758,0.843859649122807,0.41870839815390737,0.8157894736842105
33,0.40805969259195163,0.8307017548042431,0.4097572110201183,0.8157894736842105
34,0.39020348578168634,0.8508771927733171,0.39976380530156586,0.8421052631578947
35,0.40277281895018463,0.8456140348785802,0.39974368402832433,0.8157894799583837
36,0.38245106004832086,0.8456140352968584,0.3984946263463874,0.8421052631578947
37,0.3739140524153124,0.8500000002091391,0.39076267574962814,0.868421052631579
38,0.35358545649469947,0.8622807023818033,0.3849827019791854,0.8157894799583837
39,0.3749961622974329,0.8535087717206855,0.37654486298561096,0.8421052631578947
40,0.3640573503678305,0.8517543865923296,0.3780510049117239,0.8947368421052632
41,0.3388567897311428,0.8587719302428396,0.3886173979232186,0.8421052631578947
42,0.33898480168560097,0.8710526317880865,0.3629762483270545,0.868421052631579
43,0.34317788366685836,0.8754385971186454,0.3859749906941464,0.868421052631579
44,0.3143231773585604,0.8877192984547532,0.35547379286665665,0.8947368421052632
45,0.3346863265623126,0.8684210530498572,0.3492984567817889,0.8421052694320679
46,0.3132464685983825,0.8868421052631579,0.3430991164947811,0.8947368421052632
47,0.3143702929480034,0.8824561405600163,0.34531323768590627,0.868421052631579
48,0.3045850891815989,0.8947368423144023,0.33701524373732117,0.8947368421052632
49,0.31101302771191847,0.8728070173347205,0.33513360666601283,0.8947368421052632
50,0.3008060435454051,0.8859649120715627,0.3265914548384516,0.8947368421052632
51,0.29614513213174387,0.8815789479958384,0.32357238389943777,0.8947368421052632
