epoch,train_loss,train_acc,val_loss,val_acc
1,1.1582400108638562,0.38070175469967354,1.1154186725616455,0.31578946113586426
2,1.1065529647626375,0.38947368494251317,1.0306340456008911,0.5
3,1.0349231188757377,0.47807017617058334,0.9641773700714111,0.5263158082962036
4,0.9879707478640373,0.508771931079396,0.9097672700881958,0.6315789222717285
5,0.9476789315541585,0.5622807021726641,0.8690069913864136,0.6315789222717285
6,0.8887147872071517,0.620175440269604,0.826601505279541,0.6578947305679321
7,0.8760039961128904,0.5991228086906567,0.7980597019195557,0.6578947305679321
8,0.8407282651516429,0.6263157901011015,0.7661033272743225,0.6842105388641357
9,0.8183462803823907,0.6307017548042432,0.745513916015625,0.7105263471603394
10,0.8084398871973941,0.6184210530498572,0.7231265902519226,0.7105263471603394
11,0.7798865797226889,0.6438596507959199,0.7057588696479797,0.7631579041481018
12,0.7460031375550387,0.6824561411874336,0.6908136010169983,0.7631579041481018
13,0.7422926973878292,0.6631578968282331,0.6748945116996765,0.7631579041481018
14,0.7165953690545601,0.6850877209713585,0.6645323634147644,0.7631579041481018
15,0.7142877083075674,0.705263158313015,0.6524778604507446,0.7368420958518982
16,0.6976167444597211,0.6842105269432068,0.6413465738296509,0.7631579041481018
17,0.6879852727839821,0.7017543876380251,0.6362797617912292,0.7631579041481018
18,0.6746510683444509,0.7175438598582619,0.6247256398200989,0.7894737124443054
19,0.6662648782395479,0.7122807028000815,0.6141599416732788,0.7894737124443054
20,0.6549520622219955,0.7210526336703384,0.6108012199401855,0.8157894611358643
21,0.6584293938519662,0.7228070198443898,0.6034590005874634,0.8157894611358643
22,0.6509010074431436,0.6973684214709098,0.5974538326263428,0.7894737124443054
23,0.6332247853279114,0.714035089183272,0.5898061990737915,0.8157894611358643
24,0.6260961909043161,0.7307017550133822,0.5865346789360046,0.7894737124443054
25,0.6402854994723671,0.7236842117811504,0.5809962153434753,0.7894737124443054
26,0.6124681535520051,0.7263157903102406,0.5743989944458008,0.7894737124443054
27,0.602690877830773,0.7473684220983271,0.568427562713623,0.7894737124443054
28,0.6155120709486175,0.7324561409782945,0.5636715292930603,0.7894737124443054
29,0.6016533868354663,0.7368421052631579,0.5596262812614441,0.8157894611358643
30,0.589527644400011,0.743859649122807,0.5575021505355835,0.8157894611358643
31,0.5913253225778279,0.7394736860927783,0.5543971657752991,0.7894737124443054
32,0.5997661808080841,0.712280701754386,0.5487017631530762,0.8421052694320679
33,0.5952406504697967,0.7271929847566705,0.5482548475265503,0.8157894611358643
34,0.5801994917685526,0.769298245614035,0.5413916110992432,0.8157894611358643
35,0.5746464032875864,0.769298245614035,0.541800320148468,0.8157894611358643
36,0.5649677732534576,0.7482456140350877,0.5334031581878662,0.8421052694320679
37,0.5588711274297614,0.7850877203439411,0.5317330360412598,0.8421052694320679
38,0.5583818657356396,0.7631578955733985,0.531908392906189,0.8157894611358643
39,0.5584939299968251,0.7675438615313748,0.528291642665863,0.8157894611358643
40,0.565720033854769,0.7631578951551203,0.5267873406410217,0.8157894611358643
41,0.561178219527529,0.7517543868014687,0.5253694653511047,0.8157894611358643
42,0.5466782065860012,0.7701754396421867,0.5210871696472168,0.8157894611358643
43,0.5423213260215626,0.7578947389334963,0.5144107341766357,0.8421052694320679
44,0.5361159175111536,0.769298245614035,0.5182955265045166,0.8157894611358643
